period,district,active_shgs_no,amount,amount_of_loan_disbursed,appl_sponsored,cases_pending,disbursed_no,loan_disbursed,loan_disbursed_no,loan_sanctioned,loan_sanctioned_no,no_fo_shgs_credit_linked,no_of_active,no_of_active_shgs,no_of_cases,no_of_cases_pending,no_of_sponsored,no_of_sponsored_application,no_of_sponsored_application_in_fy_22_23,no_of_sponsored_application_in_fy_23_24,no_of_sponsored_application_in_fy_24_25,no_of_sponsored_application_in_fy_fy_24_25,pending_no,sanctioned_no,sep_g,sep_g_disburs_ed_by_branch,sep_g_disbursed_no,sep_g_sanctioned_no,sep_g_sponsord_ot_bank_branches,sep_g_target_for_fy_20_21,sep_i,sep_i_disburs_ed_by_branch,sep_i_disbursed_no,sep_i_sanctioned_no,sep_i_sponsord_ot_bank_branches,sep_i_target_for_fy_20_21,shg_credit_linkage,shg_credit_linkage_active_shgs,shg_credit_linkage_sponsord_ot_bank_branches,shg_loan_disbursed_no,shg_loan_sanctioned_no,sponsored_in_fy_21_22,sponsored_in_fy_22_23,sponsored_no,target_amount_of_sep_g_loan_to_be_disbursed_fy_22_24,target_amount_of_sep_g_loan_to_be_disbursed_fy_23_24,target_amount_of_sep_g_loan_to_be_disbursed_fy_24_25,target_amount_of_sep_i_loan_to_be_disbursed_fy_22_24,target_amount_of_sep_i_loan_to_be_disbursed_fy_23_24,target_amount_of_sep_i_loan_to_be_disbursed_fy_24_25,target_amount_of_shg_loan_to_be_disbursed_fy_23_24,target_amount_of_shg_loan_to_be_disbursed_fy_24_25,target_disb_no,target_for_2019_20_no,target_for_fy_2020_21_no,target_for_fy_20_21,target_fy_20_21_no,target_fy_21_22_no,target_fy_22_23,target_fy_22_23_no,target_fy_23_24,target_fy_24_25,target_fy_fy_22_23,target_fy_fy_23_24,target_fy_fy_24_25,total_pending,total_sponsored
December 2022,Paschim Bardhaman,,0.0,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,0.0,0.0,,,,,12.0,12.0,,,,,,,,,,,0.18,,,1.42,,,,,,,,,,,10.0,,,,152.0,,,,
December 2022,Paschim Medinipur,,0.16,,,,,,,,,,,,,1.0,,,8.0,,,,,,,,7.0,6.0,,,,,52.0,52.0,,,,,,,,,,,0.33,,,2.66,,,,,,,,,,,16.0,,,,195.0,,,,
December 2022,Purba Bardhaman,,0.14,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,6.0,6.0,,,,,69.0,72.0,,,,,,,,,,,0.32,,,2.43,,,,,,,,,,,14.0,,,,153.0,,,,
December 2022,Purba Medinipur,,0.09,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,4.0,5.0,,,,,68.0,74.0,,,,,,,,,,,0.27,,,2.07,,,,,,,,,,,15.0,,,,145.0,,,,
December 2022,Purulia,,0.02,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,1.0,1.0,,,,,26.0,26.0,,,,,,,,,,,0.14,,,1.15,,,,,,,,,,,8.0,,,,70.0,,,,
December 2022,South 24 Parganas,,0.05,,,,,,,,,,,,,0.0,,,5.0,,,,,,,,2.0,2.0,,,,,42.0,41.0,,,,,,,,,,,0.37,,,3.13,,,,,,,,,,,16.0,,,,190.0,,,,
December 2022,Uttar Dinajpur,,0.28,,,,,,,,,,,,,0.0,,,15.0,,,,,,,,12.0,12.0,,,,,31.0,31.0,,,,,,,,,,,0.36,,,1.21,,,,,,,,,,,15.0,,,,106.0,,,,
December 2023,Alipurduar,,1.27,,,,,,,,,,,,,6.0,,,,6.0,,,,,,,2.0,4.0,,,,,1.0,1.0,,,,,,,,,,,,24.0,,,70.0,,,,,,,,,,,,8.0,,,35.0,,,
December 2023,Bankura,,60.96,,,,,,,,,,,,,40.0,,,,68.0,,,,,,,3.0,5.0,,,,,48.0,48.0,,,,,,,,,,,,18.0,,,118.0,,,,,,,,,,,,6.0,,,59.0,,,
December 2023,Birbhum,,137.16,,,,,,,,,,,,,37.0,,,,281.0,,,,,,,28.0,28.0,,,,,108.0,111.0,,,,,,,,,,,,48.0,,,374.0,,,,,,,,,,,,16.0,,,187.0,,,
December 2023,Cooch Behar,,39.37,,,,,,,,,,,,,18.0,,,,114.0,,,,,,,6.0,6.0,,,,,31.0,31.0,,,,,,,,,,,,42.0,,,252.0,,,,,,,,,,,,14.0,,,126.0,,,
December 2023,Dakshin Dinajpur,,39.37,,,,,,,,,,,,,9.0,,,,81.0,,,,,,,2.0,2.0,,,,,31.0,31.0,,,,,,,,,,,,21.0,,,122.0,,,,,,,,,,,,7.0,,,61.0,,,
December 2023,Darjeeling,,34.29,,,,,,,,,,,,,3.0,,,,32.0,,,,,,,4.0,4.0,,,,,27.0,26.0,,,,,,,,,,,,27.0,,,236.0,,,,,,,,,,,,9.0,,,118.0,,,
December 2023,Hooghly,,156.21,,,,,,,,,,,,,6.0,,,,186.0,,,,,,,7.0,8.0,,,,,123.0,124.0,,,,,,,,,,,,78.0,,,582.0,,,,,,,,,,,,26.0,,,291.0,,,
December 2023,Howrah,,19.05,,,,,,,,,,,,,2.0,,,,19.0,,,,,,,0.0,0.0,,,,,15.0,15.0,,,,,,,,,,,,18.0,,,208.0,,,,,,,,,,,,6.0,,,104.0,,,
December 2023,Jalpaiguri,,22.86,,,,,,,,,,,,,3.0,,,,41.0,,,,,,,1.0,1.0,,,,,18.0,19.0,,,,,,,,,,,,24.0,,,176.0,,,,,,,,,,,,8.0,,,88.0,,,
December 2023,Jhargram,,0.0,,,,,,,,,,,,,0.0,,,,2.0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,3.0,,,40.0,,,,,,,,,,,,1.0,,,20.0,,,
December 2023,Kalimpong,,2.54,,,,,,,,,,,,,0.0,,,,5.0,,,,,,,0.0,0.0,,,,,2.0,2.0,,,,,,,,,,,,15.0,,,34.0,,,,,,,,,,,,5.0,,,17.0,,,
December 2023,Kolkata,,63.5,,,,,,,,,,,,,6.0,,,,90.0,,,,,,,0.0,0.0,,,,,50.0,61.0,,,,,,,,,,,,15.0,,,240.0,,,,,,,,,,,,5.0,,,120.0,,,
December 2023,Malda,,5.08,,,,,,,,,,,,,4.0,,,,11.0,,,,,,,3.0,3.0,,,,,4.0,7.0,,,,,,,,,,,,15.0,,,90.0,,,,,,,,,,,,5.0,,,45.0,,,
December 2023,Murshidabad,,95.25,,,,,,,,,,,,,7.0,,,,96.0,,,,,,,4.0,7.0,,,,,75.0,78.0,,,,,,,,,,,,72.0,,,388.0,,,,,,,,,,,,24.0,,,194.0,,,
December 2023,Nadia,,120.65,,,,,,,,,,,,,8.0,,,,132.0,,,,,,,4.0,6.0,,,,,95.0,96.0,,,,,,,,,,,,72.0,,,504.0,,,,,,,,,,,,24.0,,,252.0,,,
December 2023,North 24 Parganas,,317.5,,,,,,,,,,,,,59.0,,,,444.0,,,,,,,8.0,11.0,,,,,250.0,257.0,,,,,,,,,,,,171.0,,,1292.0,,,,,,,,,,,,57.0,,,646.0,,,
December 2023,Paschim Bardhaman,,11.43,,,,,,,,,,,,,45.0,,,,113.0,,,,,,,1.0,3.0,,,,,9.0,9.0,,,,,,,,,,,,27.0,,,200.0,,,,,,,,,,,,9.0,,,100.0,,,
December 2023,Paschim Medinipur,,116.84,,,,,,,,,,,,,13.0,,,,166.0,,,,,,,6.0,8.0,,,,,92.0,92.0,,,,,,,,,,,,57.0,,,366.0,,,,,,,,,,,,19.0,,,183.0,,,
December 2023,Purba Bardhaman,,83.82,,,,,,,,,,,,,10.0,,,,111.0,,,,,,,6.0,7.0,,,,,66.0,65.0,,,,,,,,,,,,36.0,,,334.0,,,,,,,,,,,,12.0,,,167.0,,,
December 2023,Purba Medinipur,,139.7,,,,,,,,,,,,,7.0,,,,127.0,,,,,,,11.0,12.0,,,,,110.0,112.0,,,,,,,,,,,,57.0,,,232.0,,,,,,,,,,,,19.0,,,116.0,,,
December 2023,Purulia,,36.83,,,,,,,,,,,,,4.0,,,,43.0,,,,,,,2.0,2.0,,,,,29.0,29.0,,,,,,,,,,,,12.0,,,114.0,,,,,,,,,,,,4.0,,,57.0,,,
December 2023,South 24 Parganas,,87.63,,,,,,,,,,,,,8.0,,,,102.0,,,,,,,3.0,4.0,,,,,69.0,69.0,,,,,,,,,,,,39.0,,,320.0,,,,,,,,,,,,13.0,,,160.0,,,
December 2023,Uttar Dinajpur,,52.07,,,,,,,,,,,,,7.0,,,,59.0,,,,,,,15.0,17.0,,,,,41.0,41.0,,,,,,,,,,,,66.0,,,190.0,,,,,,,,,,,,22.0,,,95.0,,,
December 2024,Alipurduar,,0.0,,,,,,,,,,,,,11.0,,,,,19.0,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,12.5,,,60.0,,,,,,,,,,,,8.0,,,30.0,,
December 2024,Bankura,,2.15,,,,,,,,,,,,,19.0,,,,,40.0,,,,,,0.0,0.0,,,,,2.0,2.0,,,,,,,,,,,,,36.0,,,132.0,,,,,,,,,,,,9.0,,,66.0,,
December 2024,Birbhum,,36.49,,,,,,,,,,,,,35.0,,,,,158.0,,,,,,5.0,6.0,,,,,34.0,35.0,,,,,,,,,,,,,76.0,,,370.0,,,,,,,,,,,,18.0,,,185.0,,
December 2024,Cooch Behar,,18.25,,,,,,,,,,,,,22.0,,,,,89.0,,,,,,2.0,2.0,,,,,17.0,17.0,,,,,,,,,,,,,26.0,,,228.0,,,,,,,,,,,,11.0,,,114.0,,
December 2024,Dakshin Dinajpur,,19.32,,,,,,,,,,,,,15.0,,,,,37.0,,,,,,1.0,1.0,,,,,18.0,18.0,,,,,,,,,,,,,24.0,,,100.0,,,,,,,,,,,,7.0,,,50.0,,
December 2024,Darjeeling,,8.59,,,,,,,,,,,,,3.0,,,,,10.0,,,,,,2.0,2.0,,,,,8.0,8.0,,,,,,,,,,,,,32.0,,,190.0,,,,,,,,,,,,10.0,,,95.0,,
December 2024,Hooghly,,71.91,,,,,,,,,,,,,32.0,,,,,151.0,,,,,,3.0,4.0,,,,,67.0,68.0,,,,,,,,,,,,,60.5,,,576.0,,,,,,,,,,,,25.0,,,288.0,,
December 2024,Howrah,,0.0,,,,,,,,,,,,,15.0,,,,,22.0,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,28.0,,,170.0,,,,,,,,,,,,8.0,,,85.0,,
December 2024,Jalpaiguri,,2.15,,,,,,,,,,,,,9.0,,,,,10.0,,,,,,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,,,,16.5,,,156.0,,,,,,,,,,,,7.0,,,78.0,,
December 2024,Jhargram,,0.0,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,4.0,,,30.0,,,,,,,,,,,,2.0,,,15.0,,
December 2024,Kalimpong,,2.15,,,,,,,,,,,,,0.0,,,,,2.0,,,,,,0.0,0.0,,,,,2.0,2.0,,,,,,,,,,,,,25.0,,,40.0,,,,,,,,,,,,5.0,,,20.0,,
December 2024,Kolkata,,0.0,,,,,,,,,,,,,13.0,,,,,16.0,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,50.0,,,238.0,,,,,,,,,,,,5.0,,,119.0,,
December 2024,Malda,,8.59,,,,,,,,,,,,,2.0,,,,,11.0,,,,,,1.0,1.0,,,,,8.0,9.0,,,,,,,,,,,,,18.0,,,92.0,,,,,,,,,,,,6.0,,,46.0,,
December 2024,Murshidabad,,76.2,,,,,,,,,,,,,5.0,,,,,49.0,,,,,,0.0,0.0,,,,,71.0,73.0,,,,,,,,,,,,,103.5,,,406.0,,,,,,,,,,,,24.0,,,203.0,,
December 2024,Nadia,,59.03,,,,,,,,,,,,,0.0,,,,,66.0,,,,,,2.0,2.0,,,,,55.0,60.0,,,,,,,,,,,,,66.5,,,492.0,,,,,,,,,,,,23.0,,,246.0,,
December 2024,North 24 Parganas,,153.48,,,,,,,,,,,,,51.0,,,,,250.0,,,,,,4.0,8.0,,,,,143.0,140.0,,,,,,,,,,,,,168.5,,,1200.0,,,,,,,,,,,,58.0,,,600.0,,
December 2024,Paschim Bardhaman,,4.29,,,,,,,,,,,,,45.0,,,,,82.0,,,,,,1.0,4.0,,,,,4.0,3.0,,,,,,,,,,,,,16.8,,,200.0,,,,,,,,,,,,9.0,,,100.0,,
December 2024,Paschim Medinipur,,63.32,,,,,,,,,,,,,16.0,,,,,77.0,,,,,,3.0,5.0,,,,,59.0,59.0,,,,,,,,,,,,,48.5,,,314.0,,,,,,,,,,,,19.0,,,157.0,,
December 2024,Purba Bardhaman,,8.59,,,,,,,,,,,,,21.0,,,,,60.0,,,,,,2.0,2.0,,,,,8.0,10.0,,,,,,,,,,,,,40.5,,,276.0,,,,,,,,,,,,10.0,,,138.0,,
December 2024,Purba Medinipur,,72.98,,,,,,,,,,,,,17.0,,,,,90.0,,,,,,10.0,10.0,,,,,68.0,67.0,,,,,,,,,,,,,39.0,,,252.0,,,,,,,,,,,,15.0,,,126.0,,
December 2024,Purulia,,21.47,,,,,,,,,,,,,11.0,,,,,31.0,,,,,,0.0,0.0,,,,,20.0,20.0,,,,,,,,,,,,,9.0,,,120.0,,,,,,,,,,,,4.0,,,60.0,,
December 2024,South 24 Parganas,,15.03,,,,,,,,,,,,,14.0,,,,,32.0,,,,,,1.0,1.0,,,,,14.0,16.0,,,,,,,,,,,,,33.0,,,270.0,,,,,,,,,,,,10.0,,,135.0,,
December 2024,Uttar Dinajpur,,7.51,,,,,,,,,,,,,7.0,,,,,18.0,,,,,,1.0,1.0,,,,,7.0,7.0,,,,,,,,,,,,,47.5,,,192.0,,,,,,,,,,,,26.0,,,96.0,,
June 2017,Alipurduar,,,0.0,,,,,,,,21.0,,520.0,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,56.0,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Bankura,,,0.0,,,,,,,,26.0,,903.0,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,46.0,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Birbhum,,,0.0,,,,,,,,19.0,,1434.0,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,59.0,,,,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Cooch Behar,,,0.0,,,,,,,,56.0,,894.0,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,77.0,,,,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Dakshin Dinajpur,,,0.0,,,,,,,,13.0,,1114.0,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,29.0,,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Darjeeling,,,0.0,,,,,,,,22.0,,1157.0,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,115.0,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Hooghly,,,0.0,,,,,,,,53.0,,2363.0,,,,,,,,,,,,0.0,,,0.0,,,12.0,,,93.0,,,,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Howrah,,,0.0,,,,,,,,7.0,,368.0,,,,,,,,,,,,0.0,,,0.0,,,19.0,,,65.0,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Jalpaiguri,,,0.0,,,,,,,,15.0,,666.0,,,,,,,,,,,,0.0,,,6.0,,,3.0,,,71.0,,,,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Kolkata,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Malda,,,0.0,,,,,,,,7.0,,396.0,,,,,,,,,,,,0.0,,,0.0,,,30.0,,,83.0,,,,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Murshidabad,,,0.0,,,,,,,,5.0,,2183.0,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,83.0,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Nadia,,,0.0,,,,,,,,18.0,,3429.0,,,,,,,,,,,,0.0,,,0.0,,,32.0,,,253.0,,,,666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,North 24 Parganas,,,0.0,,,,,,,,5.0,,8807.0,,,,,,,,,,,,0.0,,,0.0,,,14.0,,,532.0,,,,1239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Paschim Medinipur,,,0.0,,,,,,,,54.0,,2024.0,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,126.0,,,,786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Purba Bardhaman,,,0.0,,,,,,,,4.0,,2331.0,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,112.0,,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Purba Medinipur,,,0.0,,,,,,,,26.0,,1816.0,,,,,,,,,,,,0.0,,,0.0,,,5.0,,,112.0,,,,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Purulia,,,0.0,,,,,,,,68.0,,460.0,,,,,,,,,,,,0.0,,,0.0,,,7.0,,,96.0,,,,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,South 24 Parganas,,,0.0,,,,,,,,16.0,,1316.0,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,140.0,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Uttar Dinajpur,,,2.2,,,,,,,,11.0,,1075.0,,,,,,,,,,,,2.0,,,4.0,,,7.0,,,36.0,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,24.0,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Bankura,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,87.0,,,,,,477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,209.0,,,,,,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,156.0,,,,,,563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,112.0,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,203.0,,,,,,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Hooghly,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,473.0,,,,,,1470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Howrah,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,262.0,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,124.0,,,,,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,30.0,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Kalimpong,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,30.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,100.0,,,,,,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Malda,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,147.0,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,186.0,,,,,,895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Nadia,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,412.0,,,,,,1285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,974.0,,,,,,3671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,518.0,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,303.0,,,,,,1053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,50.0,,,,,,707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,157.0,,,,,,721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Purulia,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,99.0,,,,,,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,218.0,,,,,,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2018,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,126.0,,,,,,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,40.0,,,,,,489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Bankura,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,120.0,,,,,,1945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,230.0,,,,,,3065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,190.0,,,,,,1459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,90.0,,,,,,1707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,130.0,,,,,,1773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Hooghly,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,520.0,,,,,,4490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Howrah,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,150.0,,,,,,1210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,130.0,,,,,,1381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,45.0,,,,,,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Kalimpong,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,20.0,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,100.0,,,,,,656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Malda,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,70.0,,,,,,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,263.0,,,,,,4493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Nadia,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,357.0,,,,,,4929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,1136.0,,,,,,13318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,188.0,,,,,,1869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,268.0,,,,,,2963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,242.0,,,,,,2585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,230.0,,,,,,2685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Purulia,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,80.0,,,,,,724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,241.0,,,,,,2937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2019,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,160.0,,,,,,1807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2021,Alipurduar,,0.0,,,,0.0,,,,,,,578.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,0.0
June 2021,Bankura,,0.0,,,,0.0,,,,,,,2323.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,0.0,0.0
June 2021,Birbhum,,0.09,,,,4.0,,,,,,,3515.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,0.0,0.0
June 2021,Cooch Behar,,0.0,,,,0.0,,,,,,,1656.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,0.0,0.0
June 2021,Dakshin Dinajpur,,0.0,,,,0.0,,,,,,,1732.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,0.0,0.0
June 2021,Darjeeling,,0.0,,,,0.0,,,,,,,2138.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,0.0,1.0
June 2021,Hooghly,,0.01,,,,1.0,,,,,,,5696.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,0.0,2.0
June 2021,Howrah,,0.0,,,,0.0,,,,,,,1668.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,0.0,1.0
June 2021,Jalpaiguri,,0.0,,,,0.0,,,,,,,1456.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,0.0,1.0
June 2021,Jhargram,,0.0,,,,0.0,,,,,,,454.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,0.0
